,Symbol,Name,Date,Open,High,Low,Close,Adj_Close,Volume
0,AAPL,Apple Inc.,2020-01-02 00:00:00-05:00,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,72.79601287841797,"135,480,400"
1,AAPL,Apple Inc.,2020-01-03 00:00:00-05:00,74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.08829498291016,"146,322,800"
2,AAPL,Apple Inc.,2020-01-06 00:00:00-05:00,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,72.66270446777344,"118,387,200"
3,AAPL,Apple Inc.,2020-01-07 00:00:00-05:00,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.32096099853516,"108,872,000"
4,AAPL,Apple Inc.,2020-01-08 00:00:00-05:00,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.4843521118164,"132,079,200"
5,AAPL,Apple Inc.,2020-01-09 00:00:00-05:00,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.04524993896484,"170,108,400"
6,AAPL,Apple Inc.,2020-01-10 00:00:00-05:00,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.21487426757812,"140,644,800"
7,AAPL,Apple Inc.,2020-01-13 00:00:00-05:00,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,76.82179260253906,"121,532,000"
8,AAPL,Apple Inc.,2020-01-14 00:00:00-05:00,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,75.7844467163086,"161,954,400"
9,AAPL,Apple Inc.,2020-01-15 00:00:00-05:00,77.9625015258789,78.875,77.38749694824219,77.83499908447266,75.45966339111328,"121,923,600"
10,AAPL,Apple Inc.,2020-01-16 00:00:00-05:00,78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,76.40489959716797,"108,829,200"
11,AAPL,Apple Inc.,2020-01-17 00:00:00-05:00,79.06749725341797,79.68499755859375,78.75,79.68250274658203,77.25078582763672,"137,816,400"
12,AAPL,Apple Inc.,2020-01-21 00:00:00-05:00,79.29750061035156,79.75499725341797,79.0,79.14250183105469,76.72728729248047,"110,843,200"
13,AAPL,Apple Inc.,2020-01-22 00:00:00-05:00,79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,77.00114440917969,"101,832,400"
14,AAPL,Apple Inc.,2020-01-23 00:00:00-05:00,79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,77.37200164794922,"104,472,000"
15,AAPL,Apple Inc.,2020-01-24 00:00:00-05:00,80.0625,80.8324966430664,79.37999725341797,79.57749938964844,77.14899444580078,"146,537,600"
16,AAPL,Apple Inc.,2020-01-27 00:00:00-05:00,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,74.88040161132812,"161,940,000"
17,AAPL,Apple Inc.,2020-01-28 00:00:00-05:00,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,76.99872589111328,"162,234,000"
18,AAPL,Apple Inc.,2020-01-29 00:00:00-05:00,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,78.6104965209961,"216,229,200"
19,AAPL,Apple Inc.,2020-01-30 00:00:00-05:00,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,78.4965591430664,"126,743,200"
20,AAPL,Apple Inc.,2020-01-31 00:00:00-05:00,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,75.01612854003906,"199,588,400"
21,AAPL,Apple Inc.,2020-02-03 00:00:00-05:00,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,74.81012725830078,"173,788,400"
22,AAPL,Apple Inc.,2020-02-04 00:00:00-05:00,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,77.27986907958984,"136,616,400"
23,AAPL,Apple Inc.,2020-02-05 00:00:00-05:00,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,77.91004943847656,"118,826,800"
24,AAPL,Apple Inc.,2020-02-06 00:00:00-05:00,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,78.82134246826172,"105,425,600"
25,AAPL,Apple Inc.,2020-02-07 00:00:00-05:00,80.59249877929688,80.8499984741211,79.5,80.00749969482422,77.74994659423828,"117,684,000"
26,AAPL,Apple Inc.,2020-02-10 00:00:00-05:00,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,78.11922454833984,"109,348,800"
27,AAPL,Apple Inc.,2020-02-11 00:00:00-05:00,80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,77.6479263305664,"94,323,200"
28,AAPL,Apple Inc.,2020-02-12 00:00:00-05:00,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,79.49187469482422,"113,730,400"
29,AAPL,Apple Inc.,2020-02-13 00:00:00-05:00,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,78.92581939697266,"94,747,600"
30,AAPL,Apple Inc.,2020-02-14 00:00:00-05:00,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,78.94525909423828,"80,113,600"
31,AAPL,Apple Inc.,2020-02-18 00:00:00-05:00,78.83999633789062,79.9375,78.65249633789062,79.75,77.49972534179688,"152,531,200"
32,AAPL,Apple Inc.,2020-02-19 00:00:00-05:00,80.0,81.14250183105469,80.0,80.90499877929688,78.62213134765625,"93,984,000"
33,AAPL,Apple Inc.,2020-02-20 00:00:00-05:00,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,77.81554412841797,"100,566,000"
34,AAPL,Apple Inc.,2020-02-21 00:00:00-05:00,79.65499877929688,80.11250305175781,77.625,78.26249694824219,76.05419158935547,"129,554,000"
35,AAPL,Apple Inc.,2020-02-24 00:00:00-05:00,74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,72.44158935546875,"222,195,200"
36,AAPL,Apple Inc.,2020-02-25 00:00:00-05:00,75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,69.98783874511719,"230,673,600"
37,AAPL,Apple Inc.,2020-02-26 00:00:00-05:00,71.63249969482422,74.47000122070312,71.625,73.1624984741211,71.09809112548828,"198,054,800"
38,AAPL,Apple Inc.,2020-02-27 00:00:00-05:00,70.2750015258789,71.5,68.23999786376953,68.37999725341797,66.4505386352539,"320,605,600"
39,AAPL,Apple Inc.,2020-02-28 00:00:00-05:00,64.31500244140625,69.60250091552734,64.09249877929688,68.33999633789062,66.41167449951172,"426,510,000"
40,AAPL,Apple Inc.,2020-03-02 00:00:00-05:00,70.56999969482422,75.36000061035156,69.43000030517578,74.70249938964844,72.5946273803711,"341,397,200"
41,AAPL,Apple Inc.,2020-03-03 00:00:00-05:00,75.9175033569336,76.0,71.44999694824219,72.33000183105469,70.28907775878906,"319,475,600"
42,AAPL,Apple Inc.,2020-03-04 00:00:00-05:00,74.11000061035156,75.8499984741211,73.28250122070312,75.68499755859375,73.5494155883789,"219,178,400"
43,AAPL,Apple Inc.,2020-03-05 00:00:00-05:00,73.87999725341797,74.88749694824219,72.85250091552734,73.2300033569336,71.16368865966797,"187,572,800"
44,AAPL,Apple Inc.,2020-03-06 00:00:00-05:00,70.5,72.70500183105469,70.30750274658203,72.25749969482422,70.21862030029297,"226,176,800"
45,AAPL,Apple Inc.,2020-03-09 00:00:00-04:00,65.9375,69.52249908447266,65.75,66.5425033569336,64.6648941040039,"286,744,800"
46,AAPL,Apple Inc.,2020-03-10 00:00:00-04:00,69.28500366210938,71.61000061035156,67.34249877929688,71.33499908447266,69.32215118408203,"285,290,000"
